Code,name,full_address,address,County,State,ZIP,GEOID,latitude,longitude,rating,reviews,range,TotalPopulation,AsianPopulation,MedianHouseholdIncome,PublicTransportationCommuters,AsianDensity
270,Far East Restaurant,"5920 Martin Luther King Jr Hwy, Seat Pleasant, MD 20743",5920 Martin Luther King Jr Hwy,Seat Pleasant,MD,20743,240338029011,38.8974054,-76.9061929,3.9,209,1,1745,0,111,44531,0
271,New China Carryout,"4121 Southern Ave SE, Capitol Heights, MD 20743",4121 Southern Ave SE,Capitol Heights,MD,20743,240338025011,38.866113,-76.94307,3.7,128,1,912,0,80,74934,0
272,Eddies Carryout Restaurant,"4850 Marlboro Pike, Capitol Heights, MD 20743",4850 Marlboro Pike,Capitol Heights,MD,20743,240338026002,38.8733831,-76.9291451,3.2,343,2,1890,0,265,92813,0
273,China Sky,"6266 Central Ave, Seat Pleasant, MD 20743",6266 Central Ave,Seat Pleasant,MD,20743,240338029013,38.8875057,-76.8997144,3.4,135,1,1156,0,126,85966,0
274,Jerry's Carryout,"5702 Martin Luther King Jr Hwy, Capitol Heights, MD 20743",5702 Martin Luther King Jr Hwy,Capitol Heights,MD,20743,240338029011,38.8947818,-76.9107221,4.2,813,1,1745,0,111,44531,0
275,Mainland Restaurant,"6713 Marlboro Pike, Forestville, MD 20747",6713 Marlboro Pike,Forestville,MD,20747,240338021032,38.851335,-76.890865,3.9,510,1,1291,26,39,65833,0.020139426
276,Eastern Carryout,"6015 Marlboro Pike, Forestville, MD 20747",6015 Marlboro Pike,Forestville,MD,20747,240338024072,38.8561434,-76.9033786,3.2,140,1,1722,0,178,53912,0
277,Panda Express,"5410 Silver Hill Rd UNIT #1, District Heights, MD 20747",5410 Silver Hill Rd UNIT #1,District Heights,MD,20747,240338024062,38.8528371,-76.9131894,3.8,591,1,1120,0,187,64417,0
278,Hunan Gourmet,"3304 Walters Ln, Forestville, MD 20747",3304 Walters Ln,Forestville,MD,20747,240338021063,38.8435567,-76.8919278,3.5,13,2,1347,68,40,96607,0.050482552
279,Good East Carry Out,"4915 Suitland Rd, Suitland, MD 20746",4915 Suitland Rd,Suitland,MD,20746,240338020013,38.8472136,-76.9227347,3.2,144,1,1589,0,85,66919,0
280,Szechuan Hunan*,"4115 Branch Ave, Marlow Heights, MD 20748",4115 Branch Ave,Marlow Heights,MD,20748,240338018022,38.8328317,-76.9448309,3.3,8,2,2216,0,328,73528,0
281,Top China,"10733 Indian Head Hwy, Fort Washington, MD 20744",10733 Indian Head Hwy,Fort Washington,MD,20744,240338013071,38.7442407,-76.9935125,4.3,144,1,2004,75,28,169360,0.037425149
282,Hong Kong Express,"988 Swan Creek Rd E, Fort Washington, MD 20744",988 Swan Creek Rd E,Fort Washington,MD,20744,240338013072,38.725555,-76.9916287,3.7,277,1,1816,146,36,147935,0.080396473
283,Szechuan Delight,"740 Cady Dr, Fort Washington, MD 20744",740 Cady Dr,Fort Washington,MD,20744,240338013071,38.7598872,-76.9959822,3,95,,2004,75,28,169360,0.037425149
284,China Best,"5490 St Barnabas Rd, Oxon Hill, MD 20745",5490 St Barnabas Rd,Oxon Hill,MD,20745,240338017094,38.8126235,-76.9636394,3.2,113,2,322,95,24,108047,0.29503107
285,Good Luck Carryout,"6236 Oxon Hill Rd C, Oxon Hill, MD 20745",6236 Oxon Hill Rd C,Oxon Hill,MD,20745,240338014051,38.803305,-76.986529,3.8,372,1,2103,77,125,60398,0.036614362
286,Star Carry Out Shop,"4426 Wheeler Rd, Oxon Hill, MD 20745",4426 Wheeler Rd,Oxon Hill,MD,20745,240338018073,38.8321486,-76.9863473,4.1,148,1,1587,0,19,81032,0
287,Panda King of MD,"6210 Livingston Rd, Oxon Hill, MD 20745",6210 Livingston Rd,Oxon Hill,MD,20745,240338014051,38.8042199,-76.9899665,2.9,73,,2103,77,125,60398,0.036614362
288,Danny's Carryout,"6258 Oxon Hill Rd, Oxon Hill, MD 20745",6258 Oxon Hill Rd,Oxon Hill,MD,20745,240338014051,38.8032072,-76.9876414,3.9,441,1,2103,77,125,60398,0.036614362
289,Number 1 Carry Out,"4517 Silver Hill Rd, Hillcrest Heights, MD 20746",4517 Silver Hill Rd,Hillcrest Heights,MD,20746,240338020012,38.8438598,-76.9288738,3.7,222,,1602,56,208,58931,0.034956306
290,House of Lee,"6401 Maxwell Dr, Camp Springs, MD 20746",6401 Maxwell Dr,Camp Springs,MD,20746,240338019041,38.8148457,-76.8963319,4.1,83,2,1912,49,147,80046,0.025627615
291,Oriental House,"3415 Branch Ave, Temple Hills, MD 20748",3415 Branch Ave,Temple Hills,MD,20748,240338018093,38.8454163,-76.9519196,3.8,187,2,793,0,33,,0
292,Panda Cafe,"4532 St Barnabas Rd, Temple Hills, MD 20748",4532 St Barnabas Rd,Temple Hills,MD,20748,240338019072,38.8263414,-76.9445124,3.8,139,2,1241,29,107,65278,0.023368251
293,Golden China Restaurant,"4620 St Barnabas Rd suite # b, Marlow Heights, MD 20748",4620 St Barnabas Rd suite # b,Marlow Heights,MD,20748,240338019072,38.8251481,-76.9457184,3.1,20,2,1241,29,107,65278,0.023368251
294,Eastern Carry out,"4807 Allentown Rd, Morningside, MD 20746",4807 Allentown Rd,Morningside,MD,20746,240338011052,38.8195254,-76.8905871,3.5,25,2,378,18,0,86167,0.047619049
295,Danny of Silverbelt,"5848 Silver Hill Rd, District Heights, MD 20747",5848 Silver Hill Rd,District Heights,MD,20747,240338024072,38.8568235,-76.9065221,4,91,1,1722,0,178,53912,0
296,China Bay,"4307 St Barnabas Rd, Marlow Heights, MD 20748",4307 St Barnabas Rd,Marlow Heights,MD,20748,240338018011,38.8304131,-76.9422504,3.1,54,1,2119,0,245,56349,0
297,China Cafe,"7095 Allentown Rd, Temple Hills, MD 20748",7095 Allentown Rd,Temple Hills,MD,20748,240338019014,38.7940122,-76.9277883,3.9,78,1,1675,53,64,138897,0.031641793
298,New China Restaurant,"4715 Raleigh Rd, Temple Hills, MD 20748",4715 Raleigh Rd,Temple Hills,MD,20748,240338017092,38.8243033,-76.9513385,,,,1818,66,34,81354,0.036303632
299,Super Eastern,"5816 Allentown Way, Camp Springs, MD 20748",5816 Allentown Way,Camp Springs,MD,20748,240338012121,38.8014962,-76.9074975,4.2,73,1,1176,11,78,131552,0.009353741
300,Danny's Carryout,"4408 St Barnabas Rd, Marlow Heights, MD 20748",4408 St Barnabas Rd,Marlow Heights,MD,20748,240338019072,38.8284004,-76.9425655,3.7,56,,1241,29,107,65278,0.023368251
301,Johnny's Sub Shop,"6309a Allentown Rd, Temple Hills, MD 20748",6309a Allentown Rd,Temple Hills,MD,20748,240338019042,38.8033669,-76.9080536,4.4,80,1,1259,10,17,124348,0.007942812
302,Johnny's Subs Shop,"2364 Iverson St, Hillcrest Heights, MD 20748",2364 Iverson St,Hillcrest Heights,MD,20748,240338018082,38.8349133,-76.958283,4.1,171,1,1258,0,155,79031,0
303,Eastern 88 Chinese Restaurant,"8791 Branch Ave, Clinton, MD 20735",8791 Branch Ave,Clinton,MD,20735,240338012171,38.7683767,-76.8897425,4.1,168,1,965,42,18,101667,0.043523315
304,Triple A Chinese Food Restaurant,"9002 Old Branch Ave, Clinton, MD 20735",9002 Old Branch Ave,Clinton,MD,20735,240338012171,38.7664747,-76.8982623,4.4,579,1,965,42,18,101667,0.043523315
305,No. 1 China,"6376 Coventry Way, Clinton, MD 20735",6376 Coventry Way,Clinton,MD,20735,240338012112,38.7832176,-76.8966262,4,295,2,1532,84,115,134792,0.054830287
306,Orient Express,"5467 Deale Churchton Rd, Churchton, MD 20733",5467 Deale Churchton Rd,Churchton,MD,20733,240037070023,38.804681,-76.5371044,4.5,12,,2118,35,43,129318,0.016525023
307,East Cafe Chinese,"2973 Plaza Dr, Dunkirk, MD 20754",2973 Plaza Dr,Dunkirk,MD,20754,240098601031,38.7247134,-76.6593403,3.9,190,,1939,77,63,190667,0.039711192
308,Little Panda Chinese Restaurant,"7863 Bayside Rd, Chesapeake Beach, MD 20732",7863 Bayside Rd,Chesapeake Beach,MD,20732,240098604021,38.6880129,-76.535652,4,143,1,3110,69,25,133696,0.022186495
309,Mai Dragon / Mai Dim Sum,"2647 Annapolis Rd, Hanover, MD 21076",2647 Annapolis Rd,Hanover,MD,21076,240037406012,39.1304652,-76.740616,4.2,1354,2,4441,622,11,121568,0.14005855
310,Hunan Odenton,"8318 Telegraph Rd, Odenton, MD 21113",8318 Telegraph Rd,Odenton,MD,21113,240037403043,39.0916628,-76.6968071,3.7,227,1,2964,428,140,83801,0.14439946
311,"Mandarin Express, Chinese Halal Restaurant","3493 Laurel Fort Meade Rd, Laurel, MD 20724",3493 Laurel Fort Meade Rd,Laurel,MD,20724,240037515005,39.1000588,-76.8177227,4.5,163,2,754,0,13,,0
312,Hunan L'Rose,"1131 Annapolis Rd, Odenton, MD 21113",1131 Annapolis Rd,Odenton,MD,21113,240037403042,39.0796995,-76.6886003,3.9,558,2,2532,136,82,83162,0.05371248
313,China Sea Restaurant,"2620 Annapolis Rd, Severn, MD 21144",2620 Annapolis Rd,Severn,MD,21144,240037401033,39.1301351,-76.7362166,3.5,37,2,2268,174,35,143967,0.076719575
314,Hunan China Restaurant,"8773 Piney Orchard Pkwy, Odenton, MD 21113",8773 Piney Orchard Pkwy,Odenton,MD,21113,240037407041,39.0656245,-76.7192026,3.8,113,,2068,149,99,105242,0.072050288
315,Hong Kong Gourmet,"1215 Annapolis Rd #109, Odenton, MD 21113",1215 Annapolis Rd #109,Odenton,MD,21113,240037403043,39.0825435,-76.6929732,3.9,128,2,2964,428,140,83801,0.14439946
316,Peking Restaurants,"3801 Chesapeake Beach Rd, Chesapeake Beach, MD 20732",3801 Chesapeake Beach Rd,Chesapeake Beach,MD,20732,240098604032,38.69528,-76.5368198,3.7,115,1,1211,175,0,,0.14450867
317,China King,"6200 Solomons Island Rd, Huntingtown, MD 20639",6200 Solomons Island Rd,Huntingtown,MD,20639,240098606001,38.6576147,-76.6067001,4.3,178,1,2348,0,41,124464,0
318,House of China,"6818 Riverdale Rd UNIT A, Riverdale, MD 20737",6818 Riverdale Rd UNIT A,Riverdale,MD,20737,240338036053,38.9650054,-76.8974292,3.1,112,,3659,50,222,108833,0.013664936
319,Bei Jing Chinese Restaurant,"574 Ritchie Hwy, Severna Park, MD 21146",574 Ritchie Hwy,Severna Park,MD,21146,240037307011,39.0753096,-76.5456621,4.2,167,1,846,105,0,163417,0.12411348
320,Asian Kitchen,"9351 Lakeside Blvd, Owings Mills, MD 21117",9351 Lakeside Blvd,Owings Mills,MD,21117,240054924023,39.39941049999999,-76.7993089,4,342,2,1297,40,13,159757,0.030840401
321,China American Inn,"601 7th St, Laurel, MD 20707",601 7th St,Laurel,MD,20707,240338001023,39.1025966,-76.8563441,3.9,282,1,628,9,0,47180,0.01433121
322,China Fong's Carryout,"7459 Annapolis Rd, Hyattsville, MD 20784",7459 Annapolis Rd,Hyattsville,MD,20784,240338036121,38.9490737,-76.8866098,3,77,1,1769,13,230,89904,0.007348785
323,Wenny's Carryout,"943 Washington Blvd, Laurel, MD 20707",943 Washington Blvd,Laurel,MD,20707,240338001081,39.0959793,-76.8527043,3.1,322,1,1289,143,98,62018,0.11093871
324,Hot Pot Chinese Restaurant,"29255 Three Notch Rd, Mechanicsville, MD 20659",29255 Three Notch Rd,Mechanicsville,MD,20659,240378751002,38.4721094,-76.7748259,4.4,294,1,1410,39,9,119306,0.027659575
325,New China Restaurant,"30105 Three Notch Rd # A, Charlotte Hall, MD 20622",30105 Three Notch Rd # A,Charlotte Hall,MD,20622,240378751002,38.4951611,-76.7755476,4.2,224,1,1410,39,9,119306,0.027659575
326,Da Rae Won Restaurant,"5013 Garrett Ave, Beltsville, MD 20705",5013 Garrett Ave,Beltsville,MD,20705,240338074043,39.0411265,-76.906349,4.4,969,2,2257,409,165,99375,0.181214
327,Eastern Carryout,"350 Mountain Rd Suite F, Pasadena, MD 21122",350 Mountain Rd Suite F,Pasadena,MD,21122,240037313132,39.1315733,-76.5574682,3.9,135,1,1640,69,0,87880,0.042073172
328,Lucky Bamboo House Restaurant,"9914 Liberty Rd, Randallstown, MD 21133",9914 Liberty Rd,Randallstown,MD,21133,240054924011,39.3828421,-76.8239341,3.6,95,1,2291,58,80,111736,0.025316456
329,Hunan China,"8305 Ice Crystal Dr #102, Scaggsville, MD 20723",8305 Ice Crystal Dr #102,Scaggsville,MD,20723,240276068051,39.1437541,-76.8977219,4,141,1,2741,928,19,176531,0.33856258
330,Mandarin House Restaurant,"9105 All Saints Rd, Laurel, MD 20723",9105 All Saints Rd,Laurel,MD,20723,240276069072,39.1213942,-76.846388,4.2,586,2,2379,26,0,84072,0.010928961
331,China Dragon,"8610 Washington Blvd #105, Jessup, MD 20794",8610 Washington Blvd #105,Jessup,MD,20794,240276069012,39.1471094,-76.8085178,3.3,89,2,1947,308,0,154257,0.15819208
332,Golden Coast,"8851 Gorman Rd #200, Laurel, MD 20723",8851 Gorman Rd #200,Laurel,MD,20723,240276069052,39.13049,-76.820317,3.6,196,,3233,320,44,109056,0.098979279
333,Golden Pavilion Restaurant,"6938 Laurel - Bowie Rd, Bowie, MD 20715",6938 Laurel - Bowie Rd,Bowie,MD,20715,240338004093,38.9857102,-76.7588632,4,336,2,1950,61,69,152833,0.031282052
334,Hearty's Chinese Restaurant,"13322 Laurel - Bowie Rd, Laurel, MD 20708",13322 Laurel - Bowie Rd,Laurel,MD,20708,240338002182,39.074456,-76.849796,3.6,111,1,3482,0,111,75385,0
335,Jack's Fortune,"960 Bay Ridge Rd, Annapolis, MD 21403",960 Bay Ridge Rd,Annapolis,MD,21403,240037026024,38.947952,-76.48653,4.6,486,2,1065,24,64,189167,0.02253521
336,China Wok,"1017 Bay Ridge Ave, Annapolis, MD 21403",1017 Bay Ridge Ave,Annapolis,MD,21403,240037063021,38.9646927,-76.4887423,4,174,1,1476,39,0,93276,0.026422765
337,Golden Dragon Restaurant,"1900 Fairfax Rd #7, Annapolis, MD 21401",1900 Fairfax Rd #7,Annapolis,MD,21401,240037025001,38.9741991,-76.5254523,3.7,125,1,1991,0,113,166678,0
338,Joy Luck II,"626 Admiral Dr, Annapolis, MD 21401",626 Admiral Dr,Annapolis,MD,21401,240037027042,38.99444039999999,-76.5321749,3.6,114,1,922,38,140,78301,0.041214749
339,House of Hunan,"2311 Forest Dr Ste E, Annapolis, MD 21401",2311 Forest Dr Ste E,Annapolis,MD,21401,240037024022,38.9785797,-76.5438888,3.4,71,2,1771,63,0,115250,0.035573121
340,Joy Luck I,"905 Bay Ridge Rd, Annapolis, MD 21403",905 Bay Ridge Rd,Annapolis,MD,21403,240037026022,38.9485732,-76.4905436,3.7,81,2,1060,0,49,167600,0
341,P.F. Chang's,"307 Sail Pl, Annapolis, MD 21401",307 Sail Pl,Annapolis,MD,21401,240037024022,38.9797911,-76.538693,4.2,1411,2,1771,63,0,115250,0.035573121
342,Lee’s Szechuan,"672 Old Mill Rd Suite H, Millersville, MD 21108",672 Old Mill Rd Suite H,Millersville,MD,21108,240037305102,39.1185969,-76.6330583,4.2,30,2,1647,37,0,92694,0.022465087
343,Jerry Yum's,"10696 Campus Way S, Kettering, MD 20774",10696 Campus Way S,Kettering,MD,20774,240338035271,38.8978472,-76.8234199,3.7,324,1,1997,19,109,114107,0.009514271
344,Asian cafe,"5080 Brown Station Rd #220, Upper Marlboro, MD 20772",5080 Brown Station Rd #220,Upper Marlboro,MD,20772,240338006061,38.82115539999999,-76.7628116,3.1,29,2,1329,0,142,94519,0
345,China Taste Restaurant,"14707 Main St B, Upper Marlboro, MD 20772",14707 Main St B,Upper Marlboro,MD,20772,240338006051,38.8162342,-76.7513493,2.9,41,1,1185,11,37,110500,0.009282701
346,Sakura Hibachi & Poke,"10562 Campus Way S, Kettering, MD 20774",10562 Campus Way S,Kettering,MD,20774,240338035271,38.8967983,-76.8241206,3.9,323,1,1997,19,109,114107,0.009514271
347,Nano Asian Dining,"189 Main St, Annapolis, MD 21401",189 Main St,Annapolis,MD,21401,240037061032,38.9778546,-76.4906071,4.5,302,2,760,32,14,101500,0.042105265
348,Good Jerry Chinese Restaurant,"8845 Greenbelt Rd, Greenbelt, MD 20770",8845 Greenbelt Rd,Greenbelt,MD,20770,240338067112,38.99022009999999,-76.8527327,3.5,138,1,1438,375,0,113839,0.26077887
349,East Pearl,"7701 Greenbelt Rd #101, Greenbelt, MD 20770",7701 Greenbelt Rd #101,Greenbelt,MD,20770,240338067103,38.9931242,-76.8740946,3.8,376,2,986,77,94,77261,0.078093305
350,Kenny Sub Shop,"8823 Greenbelt Rd #2451, Greenbelt, MD 20770",8823 Greenbelt Rd #2451,Greenbelt,MD,20770,240338067112,38.990032,-76.854539,3.8,217,1,1438,375,0,113839,0.26077887
351,Beijing of Greenbelt,"1802 131 Centerway, Greenbelt, MD 20770",1802 131 Centerway,Greenbelt,MD,20770,240338067084,39.00131,-76.8760354,3.8,158,1,738,122,0,64303,0.16531165
352,Hunan Treasure Restaurant,"7537 Greenbelt Rd, Greenbelt, MD 20770",7537 Greenbelt Rd,Greenbelt,MD,20770,240338067103,38.9921694,-76.8782667,4.1,191,1,986,77,94,77261,0.078093305
353,Wow Bao Greenbelt,"8811 Greenbelt Rd, Lanham, MD 20706",8811 Greenbelt Rd,Lanham,MD,20706,240338067112,38.9906396,-76.8546078,2,5,2,1438,375,0,113839,0.26077887
354,Eastern Panda,"9442 Lanham Severn Rd, Lanham, MD 20706",9442 Lanham Severn Rd,Lanham,MD,20706,240338036061,38.9734399,-76.8459469,3.7,103,,1252,0,0,98750,0
355,Lenny's Yum,"9002 Lanham Severn Rd B, Lanham, MD 20706",9002 Lanham Severn Rd B,Lanham,MD,20706,240338036062,38.9618881,-76.863072,3.8,117,1,1564,64,98,140580,0.040920716
356,Zheng's Restaurant,"6019 66th Ave, Riverdale, MD 20737",6019 66th Ave,Riverdale,MD,20737,240338038031,38.9607739,-76.9031366,4.2,71,2,2134,35,8,91146,0.016401125
357,Johnny's Carry Out,"9329 Annapolis Rd #3120, Lanham, MD 20706",9329 Annapolis Rd #3120,Lanham,MD,20706,240338036081,38.9645804,-76.8475133,3.4,49,,1302,22,20,101723,0.016897082
358,Panda Express,"6600 Annapolis Rd, Hyattsville, MD 20784",6600 Annapolis Rd,Hyattsville,MD,20784,240338038011,38.9417496,-76.9041595,3.9,684,1,2537,50,70,99333,0.019708317
359,Landover Carry-Out,"6506 Landover Rd, Cheverly, MD 20785",6506 Landover Rd,Cheverly,MD,20785,240338041021,38.9326453,-76.9010939,3.7,164,2,1681,26,8,84293,0.015466984
360,Danny's Sub Shop,"9426 Annapolis Rd, Lanham, MD 20706",9426 Annapolis Rd,Lanham,MD,20706,240338036071,38.965483,-76.843473,3.8,275,1,650,39,8,79695,0.059999999
361,China Dragon Restaurant,"7527 Landover Rd, Landover, MD 20785",7527 Landover Rd,Landover,MD,20785,240338033002,38.92615139999999,-76.8857106,3.8,111,1,1023,0,149,90486,0
362,China Restaurant,"8567 Landover Rd, Landover, MD 20785",8567 Landover Rd,Landover,MD,20785,240338035251,38.9162151,-76.8576982,3.5,138,2,760,0,24,21250,0
363,Yum's Restaurant,"12635 Laurel - Bowie Rd, Laurel, MD 20708",12635 Laurel - Bowie Rd,Laurel,MD,20708,240338002112,39.0638842,-76.8376897,3.8,394,1,1890,86,70,47857,0.045502644
364,Tasty Carryout,"7720 Landover Rd, Landover, MD 20785",7720 Landover Rd,Landover,MD,20785,240338035091,38.9288266,-76.88136,3.3,126,1,2147,64,56,58558,0.029809035
365,Teppanyaki Grill,"9345 Annapolis Rd, Lanham, MD 20706",9345 Annapolis Rd,Lanham,MD,20706,240338036081,38.9641667,-76.8466667,3.9,1621,1,1302,22,20,101723,0.016897082
366,Golden Bowl,"832 Largo Center Dr, Upper Marlboro, MD 20774",832 Largo Center Dr,Upper Marlboro,MD,20774,240338035142,38.9005647,-76.8365414,3.9,138,1,1763,0,167,87164,0
367,Hunan China,"792 Harry S Truman Dr, Upper Marlboro, MD 20774",792 Harry S Truman Dr,Upper Marlboro,MD,20774,240338035133,38.879734,-76.827933,3.2,9,,3060,0,220,119651,0
368,Sammy's Carry Out,"3809 Hamilton St, Hyattsville, MD 20781",3809 Hamilton St,Hyattsville,MD,20781,240338075002,38.9528342,-76.9545015,4.2,134,1,1744,304,138,58000,0.17431192
369,China Wok,"200 N Highland Ave #1, Baltimore, MD 21224",200 N Highland Ave #1,Baltimore,MD,21224,245102610002,39.295052,-76.5699774,4.1,263,1,166,0,0,41979,0
370,Beijing Palace Restaurant,"4531 Kenilworth Ave, Bladensburg, MD 20710",4531 Kenilworth Ave,Bladensburg,MD,20710,240338040022,38.9447709,-76.9311677,4.2,97,1,2849,0,157,58442,0
371,Hunan Manor,"7091 Deepage Dr, Columbia, MD 21045",7091 Deepage Dr,Columbia,MD,21045,240276067083,39.1775024,-76.8398352,4,1422,2,2436,230,26,129063,0.09441708
372,Best Hunan,"8630 Guilford Rd, Columbia, MD 21046",8630 Guilford Rd,Columbia,MD,21046,240276068033,39.1698084,-76.8651484,3.6,107,2,1394,40,15,116518,0.028694404
373,China Cafe,"20943 Point Lookout Rd, Callaway, MD 20620",20943 Point Lookout Rd,Callaway,MD,20620,240378761012,38.2377245,-76.5230098,4,108,,2099,70,0,110988,0.033349212
374,Shi miao dao noodle house,"7106 Minstrel Way ste g, Columbia, MD 21045",7106 Minstrel Way ste g,Columbia,MD,21045,240276067083,39.1776669,-76.8431603,4.5,75,2,2436,230,26,129063,0.09441708
375,Mee Shane restaurant & carryout,"11 Olney Sandy Spring Rd, Ashton, MD 20861",11 Olney Sandy Spring Rd,Ashton,MD,20861,240317013164,39.1500341,-77.0133438,4.1,29,,1163,101,34,200875,0.08684437
376,Hunan Delight,"18220 Village Center Dr, Olney, MD 20832",18220 Village Center Dr,Olney,MD,20832,240317013152,39.1537627,-77.0644797,4.1,579,1,2454,629,25,137540,0.25631621
377,Shang Hai Restaurant,"3409 Morningwood Dr, Olney, MD 20832",3409 Morningwood Dr,Olney,MD,20832,240317013123,39.1507543,-77.0675405,4,109,1,2180,10,0,116306,0.004587156
378,Peking Chinese Restaurant,"7060 Oakland Mills Rd A, Columbia, MD 21046",7060 Oakland Mills Rd A,Columbia,MD,21046,240276067082,39.1758909,-76.8295477,3.3,171,2,1198,225,19,106250,0.18781303
379,Goodies Carryout,"15420 Old Columbia Pike D, Burtonsville, MD 20866",15420 Old Columbia Pike D,Burtonsville,MD,20866,240317014092,39.1091606,-76.9366233,4,95,1,1705,365,35,196045,0.21407625
380,Old Beijing Cafe,"30320 Triangle Dr #3, Charlotte Hall, MD 20622",30320 Triangle Dr #3,Charlotte Hall,MD,20622,240378751003,38.4990336,-76.7718761,4,183,2,3121,8,14,115139,0.002563281
381,Szechuan Cafe,"4315 Mountain Rd F, Pasadena, MD 21122",4315 Mountain Rd F,Pasadena,MD,21122,240037312053,39.1196776,-76.5122517,4.4,629,2,1475,0,0,123750,0
382,Asian Cafe,"7 N Church St, Middletown, MD 21769",7 N Church St,Middletown,MD,21769,240217526013,39.444699,-77.545179,4.1,253,2,1059,0,11,126641,0
383,Lucky's China Inn Restaurant,"5865 Robert Oliver Pl Ste D, Columbia, MD 21045",5865 Robert Oliver Pl Ste D,Columbia,MD,21045,240276066034,39.2105577,-76.8457365,3.9,240,1,1621,223,14,140743,0.1375694
384,Jerry's Bistro,"22652 Three Notch Rd, Lexington Park, MD 20653",22652 Three Notch Rd,Lexington Park,MD,20653,240378758032,38.2901953,-76.4856453,4.1,240,1,1505,21,0,179063,0.013953488
385,House Of Fortune,"13220 Wisteria Dr N-15, Germantown, MD 20874",13220 Wisteria Dr N-15,Germantown,MD,20874,240317003103,39.1808231,-77.2765707,3.7,195,2,2229,510,31,93404,0.22880216
386,China Spring,"23209 Stringtown Rd, Clarksburg, MD 20871",23209 Stringtown Rd,Clarksburg,MD,20871,240317003162,39.2374465,-77.2771015,3.7,210,1,1654,441,0,125486,0.26662636
387,Jerry and Son,"21692 Great Mills Rd, Lexington Park, MD 20653",21692 Great Mills Rd,Lexington Park,MD,20653,240378759031,38.2632598,-76.4584233,4.1,214,2,1698,0,23,95724,0
388,Cafe Hong Kong,"13038 Middlebrook Road, Germantown, MD 20874",13038 Middlebrook Road,Germantown,MD,20874,240317003092,39.1813537,-77.2720555,3.7,181,1,534,98,0,84135,0.1835206
389,House of Hunan,"201 Marlboro Ave A, Easton, MD 21601",201 Marlboro Ave A,Easton,MD,21601,240419603003,38.7806215,-76.0794228,4.1,134,1,1059,0,0,45612,0
390,P.F. Chang's,"10300 Little Patuxent Pkwy Suite 3020 Ste 3020, Columbia, MD 21044",10300 Little Patuxent Pkwy Suite 3020 Ste 3020,Columbia,MD,21044,240276054042,39.2162842,-76.8624722,4.1,1885,2,2302,212,60,128681,0.092093833
391,Panda Express,"The Mall Of Columbia, 10300 Little Patuxent Pkwy Suite 1415, Columbia, MD 21044","The Mall Of Columbia, 10300 Little Patuxent Pkwy Suite 1415",Columbia,MD,21044,240276054042,39.2164884,-76.8627766,3.9,149,1,2302,212,60,128681,0.092093833
392,Zen Asian Grill & Sushi,"15602 Old Columbia Pike, Burtonsville, MD 20866",15602 Old Columbia Pike,Burtonsville,MD,20866,240317014081,39.1119545,-76.9349357,4.1,734,2,1443,81,47,106400,0.056133058
393,Dragon Express,"St Michaels Village Shopping Center, 1013 S Talbot St Suite 8, St Michaels, MD 21663","St Michaels Village Shopping Center, 1013 S Talbot St Suite 8",St Michaels,MD,21663,240419607002,38.7746846,-76.2124125,4.2,75,,1146,6,0,77717,0.005235602
394,Tasty 68,"26131 Ridge Rd, Damascus, MD 20872",26131 Ridge Rd,Damascus,MD,20872,240317002072,39.2862326,-77.2070759,4.2,208,2,2509,173,30,101792,0.068951771
395,Panda Express,"815 N Prince Frederick Blvd, Prince Frederick, MD 20678",815 N Prince Frederick Blvd,Prince Frederick,MD,20678,240098607011,38.5548183,-76.5964752,2.9,148,1,3263,251,30,122935,0.07692308
396,Hong Kong V,"10318 Southern Maryland Blvd, Dunkirk, MD 20754",10318 Southern Maryland Blvd,Dunkirk,MD,20754,240098601033,38.718704,-76.6631908,5,1,,3342,78,118,169896,0.023339318
397,Kenny's Chinese Carryout,"7817 Riggs Rd, Hyattsville, MD 20783",7817 Riggs Rd,Hyattsville,MD,20783,240338057003,38.9844371,-76.9782801,2.8,31,1,3248,77,214,85543,0.023706896
398,Wok A Holic,"3500 East-West Hwy FC-6, Hyattsville, MD 20782",3500 East-West Hwy FC-6,Hyattsville,MD,20782,240338059081,38.9678276,-76.9573844,3,4,,2588,275,307,78991,0.10625966
399,Joe's Restaurant,"3185 Queens Chapel Rd, Mt Rainier, MD 20712",3185 Queens Chapel Rd,Mt Rainier,MD,20712,240338048022,38.9508011,-76.9665339,3.8,131,1,1227,15,44,72500,0.012224939
400,Hunan Delight,"9111 Central Ave, Capitol Heights, MD 20743",9111 Central Ave,Capitol Heights,MD,20743,240338022044,38.888609,-76.8493743,2.3,3,,536,0,68,92582,0
401,Panda Express,"7351 Assateague Dr Suite #10, Jessup, MD 20794",7351 Assateague Dr Suite #10,Jessup,MD,20794,240276069011,39.1700389,-76.7852712,4,863,1,1220,0,0,70275,0
402,New China Kitchen,"6501 Huntshire Dr Suite III, Elkridge, MD 21075",6501 Huntshire Dr Suite III,Elkridge,MD,21075,240276011031,39.1925832,-76.7740512,3.7,133,1,2691,812,115,170572,0.30174658
403,Beijing Restaurant,"343 Smallwood Dr, Waldorf, MD 20602",343 Smallwood Dr,Waldorf,MD,20602,240178509021,38.6037063,-76.9118041,3.5,127,1,2334,54,63,121610,0.023136247
